,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
4,136,50,17,1,False,2022-08-30T18:45:00Z,2,1,5,45,0,0,0,2,0,0,0,0,0,0,0,6,5.2,1.3,2.0,0.9,50,1454,22724,4855,3401
5,136,54,19,1,True,2022-09-03T14:00:00Z,2,1,6,82,0,0,0,1,0,0,0,1,0,0,0,10,12.2,9.8,4.0,2.6,50,-5157,17708,1154,6311
0,137,3,8,0,False,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,80,0,59796,0,0
1,137,15,18,0,True,2022-08-14T15:30:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,79,-25656,42320,2202,27858
2,137,25,11,0,False,2022-08-21T13:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,79,-15177,27968,0,15177
3,137,35,10,0,True,2022-08-27T14:00:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,79,-4534,23994,0,4534
4,137,50,17,0,False,2022-08-30T18:45:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,79,-1612,22501,0,1612
5,137,54,19,0,True,2022-09-03T14:00:00Z,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,79,-1248,21286,0,1248
0,138,3,8,0,False,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,29579,0,0
1,138,15,18,0,True,2022-08-14T15:30:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2005,34148,1912,3917
2,138,25,11,0,False,2022-08-21T13:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2686,34692,2206,4892
3,138,35,10,0,True,2022-08-27T14:00:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2427,34451,1401,3828
4,138,50,17,0,False,2022-08-30T18:45:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,5768,46096,9788,4020
5,138,54,19,0,True,2022-09-03T14:00:00Z,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,1403,49774,11761,10358
0,139,3,8,9,False,2022-08-06T16:30:00Z,0,1,1,64,0,1,1,0,0,0,0,0,0,0,0,27,3.2,4.7,2.0,1.0,60,0,280300,0,0
1,139,15,18,0,True,2022-08-14T15:30:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,27840,414903,60012,32172
2,139,25,11,1,False,2022-08-21T13:00:00Z,3,0,3,13,0,0,0,0,0,0,0,0,0,0,0,3,1.6,1.0,2.0,0.5,60,-89693,336139,21054,110747
3,139,35,10,1,True,2022-08-27T14:00:00Z,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,4,3.0,0.0,0.0,0.3,59,-60477,286632,10397,70874
4,139,50,17,1,False,2022-08-30T18:45:00Z,2,1,5,23,0,0,0,0,0,0,0,0,0,0,0,9,10.2,2.1,2.0,1.4,58,-42117,249846,6839,48956
5,139,54,19,10,True,2022-09-03T14:00:00Z,2,1,6,18,1,1,0,0,0,0,0,0,0,0,0,25,50.4,11.0,33.0,9.4,58,-24875,229828,8197,33072
0,140,3,8,1,False,2022-08-06T16:30:00Z,0,1,1,25,0,0,0,0,0,0,0,0,0,0,0,7,2.0,0.4,4.0,0.6,60,0,58532,0,0
1,140,15,18,1,True,2022-08-14T15:30:00Z,2,2,2,6,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,60,-9562,61764,3719,13281
2,140,25,11,1,False,2022-08-21T13:00:00Z,3,0,3,26,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.8,0.0,0.1,59,-12446,53442,4542,16988
3,140,35,10,1,True,2022-08-27T14:00:00Z,2,1,4,15,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,58,-10773,45397,1870,12643
4,140,50,17,0,False,2022-08-30T18:45:00Z,2,1,5,24,0,0,0,0,0,0,0,1,0,0,0,-3,2.2,1.3,2.0,0.6,58,-3267,44982,2723,5990
5,140,54,19,1,True,2022-09-03T14:00:00Z,2,1,6,59,0,0,0,0,0,0,0,0,0,0,0,2,5.6,26.1,22.0,5.4,58,-3187,44740,3490,6677
0,141,3,8,0,False,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,55821,0,0
1,141,15,18,0,True,2022-08-14T15:30:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-11938,48789,1147,13085
2,141,25,11,0,False,2022-08-21T13:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-7683,43342,1830,9513
3,141,35,10,2,True,2022-08-27T14:00:00Z,2,1,4,90,0,0,0,1,0,0,0,0,0,0,0,13,15.4,0.5,0.0,1.6,48,-5718,39334,1142,6860
4,141,50,17,0,False,2022-08-30T18:45:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-1309,39684,1795,3104
5,141,54,19,0,True,2022-09-03T14:00:00Z,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-5920,34148,596,6516
0,142,3,8,3,False,2022-08-06T16:30:00Z,0,1,1,64,0,0,1,0,0,0,0,0,0,0,0,5,8.6,5.0,23.0,3.7,80,0,808300,0,0
1,142,15,18,2,True,2022-08-14T15:30:00Z,2,2,2,90,0,0,0,2,0,0,0,0,0,0,0,11,24.2,22.4,14.0,6.1,80,-101419,767728,18430,119849
2,142,25,11,2,False,2022-08-21T13:00:00Z,3,0,3,76,0,0,0,3,0,0,0,0,0,0,0,15,25.6,56.0,55.0,13.7,79,-63671,735805,65234,128905
3,142,35,10,1,True,2022-08-27T14:00:00Z,2,1,4,45,0,0,0,0,0,0,0,0,0,0,0,4,8.6,11.1,2.0,2.2,78,-165482,583717,21525,187007
4,142,50,17,5,False,2022-08-30T18:45:00Z,2,1,5,90,0,1,0,2,0,0,0,0,0,0,0,20,12.0,27.9,56.0,9.6,77,-133488,461319,14897,148385
5,142,54,19,1,True,2022-09-03T14:00:00Z,2,1,6,30,0,0,0,1,0,0,0,0,0,0,0,5,4.4,3.1,0.0,0.8,77,-47298,424810,17801,65099
0,143,3,8,0,False,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,12350,0,0
1,143,15,18,0,True,2022-08-14T15:30:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-3231,11738,289,3520
2,143,25,11,0,False,2022-08-21T13:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-4721,7068,0,4721
3,143,35,10,0,True,2022-08-27T14:00:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1498,5721,0,1498
4,143,50,17,0,False,2022-08-30T18:45:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-591,5165,0,591
5,143,54,19,0,True,2022-09-03T14:00:00Z,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-482,4690,0,482
0,144,3,8,0,False,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,8599,0,0
1,144,15,18,0,True,2022-08-14T15:30:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-1770,8758,404,2174
2,144,25,11,0,False,2022-08-21T13:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-1087,8332,761,1848
3,144,35,10,0,True,2022-08-27T14:00:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-1271,7490,333,1604
4,144,50,17,0,False,2022-08-30T18:45:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-688,7206,353,1041
5,144,54,19,0,True,2022-09-03T14:00:00Z,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-1767,5457,33,1800
0,145,3,8,2,False,2022-08-06T16:30:00Z,0,1,1,74,0,0,1,0,0,0,0,0,0,0,0,1,1.6,4.4,47.0,5.3,80,0,356575,0,0
1,145,15,18,1,True,2022-08-14T15:30:00Z,2,2,2,89,0,0,0,1,0,0,0,1,0,0,0,0,10.0,13.8,37.0,6.1,80,-68929,330019,17220,86149
2,145,25,11,2,False,2022-08-21T13:00:00Z,3,0,3,90,0,0,0,3,0,0,0,0,0,0,0,-2,7.8,13.7,8.0,3.0,79,9052,370461,84542,75490
3,145,35,10,1,True,2022-08-27T14:00:00Z,2,1,4,90,0,0,0,1,0,0,0,1,0,0,0,-5,5.0,4.8,6.0,1.6,79,-57114,329819,26921,84035
4,145,50,17,2,False,2022-08-30T18:45:00Z,2,1,5,65,0,0,0,2,0,0,0,0,0,0,0,1,8.0,2.8,23.0,3.4,78,-53653,287533,16615,70268
5,145,54,19,6,True,2022-09-03T14:00:00Z,2,1,6,18,1,0,0,0,0,0,0,1,0,0,2,29,34.0,1.8,19.0,5.5,77,-61582,232398,7869,69451
0,146,3,8,7,False,2022-08-06T16:30:00Z,0,1,1,90,0,0,1,0,0,0,0,1,0,0,2,31,16.4,50.9,19.0,8.6,60,0,3202426,0,0
1,146,15,18,7,True,2022-08-14T15:30:00Z,2,2,2,90,1,0,0,2,0,0,0,1,0,0,1,31,47.8,21.4,25.0,9.4,60,-21076,3475620,118795,139871
2,146,25,11,1,False,2022-08-21T13:00:00Z,3,0,3,90,0,0,0,3,0,0,0,0,0,0,0,11,22.6,13.0,9.0,4.5,61,430372,4141191,530191,99819
3,146,35,10,7,True,2022-08-27T14:00:00Z,2,1,4,90,0,1,0,1,0,0,0,0,0,0,2,32,32.6,33.1,14.0,8.0,61,-53230,4179576,211927,265157
4,146,50,17,0,False,2022-08-30T18:45:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,61,-25307,4254345,272194,297501
5,146,54,19,1,True,2022-09-03T14:00:00Z,2,1,6,90,0,0,0,1,0,0,0,1,0,0,0,13,5.6,10.6,10.0,2.6,60,-525540,3742029,132575,658115
0,147,3,8,7,False,2022-08-06T16:30:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,3,0,28,27.8,0.0,0.0,2.8,50,0,1595369,0,0
1,147,15,18,1,True,2022-08-14T15:30:00Z,2,2,2,90,0,0,0,2,0,0,0,1,0,3,0,11,25.8,0.0,0.0,2.6,50,82449,2020683,166528,84079
2,147,25,11,2,False,2022-08-21T13:00:00Z,3,0,3,90,0,0,0,3,0,0,0,0,0,3,0,10,19.8,0.0,0.0,2.0,50,64004,2192270,208927,144923
3,147,35,10,3,True,2022-08-27T14:00:00Z,2,1,4,90,0,0,0,1,0,0,0,0,0,4,0,16,34.6,0.0,0.0,3.5,50,-192033,2027544,46583,238616
4,147,50,17,2,False,2022-08-30T18:45:00Z,2,1,5,90,0,0,0,2,0,0,0,0,0,3,0,15,19.8,0.0,0.0,2.0,50,-85598,1983048,53979,139577
5,147,54,19,2,True,2022-09-03T14:00:00Z,2,1,6,90,0,0,0,1,0,0,0,0,0,2,0,12,14.6,0.0,0.0,1.5,50,-177401,1827367,42314,219715
0,148,3,8,1,False,2022-08-06T16:30:00Z,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2.2,0.5,0.0,0.3,60,0,153243,0,0
1,148,15,18,1,True,2022-08-14T15:30:00Z,2,2,2,5,0,0,0,1,0,0,0,0,0,0,0,8,6.0,10.3,4.0,2.0,59,-35548,122929,1776,37324
2,148,25,11,2,False,2022-08-21T13:00:00Z,3,0,3,63,0,0,0,2,0,0,0,0,0,0,0,9,11.4,11.8,22.0,4.5,58,-25882,100118,5242,31124
3,148,35,10,-2,True,2022-08-27T14:00:00Z,2,1,4,27,0,0,0,1,0,0,0,0,1,0,0,-2,0.0,2.8,0.0,0.2,57,-18988,83547,1962,20950
4,148,50,17,0,False,2022-08-30T18:45:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,57,-25680,58220,365,26045
5,148,54,19,1,True,2022-09-03T14:00:00Z,2,1,6,59,0,0,0,0,0,0,0,0,0,0,0,11,5.8,20.2,8.0,3.4,57,-6119,53573,1326,7445
0,150,3,8,1,False,2022-08-06T16:30:00Z,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,3,5.2,0.3,19.0,2.5,55,0,124903,0,0
1,150,15,18,1,True,2022-08-14T15:30:00Z,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,55,-13748,118331,6822,20570
2,150,25,11,0,False,2022-08-21T13:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-22501,98204,5658,28159
3,150,35,10,0,True,2022-08-27T14:00:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-23103,75964,1092,24195
4,150,50,17,1,False,2022-08-30T18:45:00Z,2,1,5,24,0,0,0,0,0,0,0,0,0,0,0,1,6.4,0.0,21.0,2.7,54,-9964,67374,1964,11928
5,150,54,19,1,True,2022-09-03T14:00:00Z,2,1,6,30,0,0,0,1,0,0,0,0,0,0,0,0,5.4,0.6,19.0,2.5,54,-8005,60775,4520,12525
0,151,3,8,0,False,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,6968,0,0
1,151,15,18,0,True,2022-08-14T15:30:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-764,7979,457,1221
2,151,25,11,0,False,2022-08-21T13:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-671,8175,472,1143
3,151,35,10,0,True,2022-08-27T14:00:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-732,8053,244,976
4,151,50,17,0,False,2022-08-30T18:45:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-555,7796,171,726
5,151,54,19,0,True,2022-09-03T14:00:00Z,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-974,6970,123,1097
0,272,6,4,1,True,2022-08-07T13:00:00Z,2,2,1,90,0,0,0,2,0,0,0,0,0,0,0,12,19.2,3.3,6.0,2.9,45,0,128115,0,0
1,272,11,1,-1,False,2022-08-13T14:00:00Z,4,2,2,90,0,0,0,4,0,0,0,1,0,0,0,7,21.4,1.1,17.0,4.0,45,-2341,154919,12033,14374
2,272,26,17,0,True,2022-08-20T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-9753,153875,13245,22998
3,272,35,6,0,False,2022-08-27T14:00:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-18981,139943,9312,28293
4,272,46,14,0,True,2022-09-01T19:00:00Z,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,5690,149540,20879,15189
5,272,54,19,2,True,2022-09-03T14:00:00Z,2,1,6,90,0,0,0,1,0,0,0,0,0,0,0,12,13.4,7.2,3.0,2.4,44,44908,201163,61636,16728
0,304,3,8,3,False,2022-08-06T16:30:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,0,-1,7.0,29.8,56.0,9.3,100,0,530944,0,0
1,304,15,18,5,True,2022-08-14T15:30:00Z,2,2,2,83,0,1,0,1,0,0,0,0,0,0,0,11,19.0,26.2,36.0,8.1,100,-50749,533005,20140,70889
2,304,25,11,1,False,2022-08-21T13:00:00Z,3,0,3,86,0,0,0,3,0,0,0,1,0,0,0,-1,0.6,12.8,8.0,2.1,100,-14807,544730,58071,72878
3,304,35,10,15,True,2022-08-27T14:00:00Z,2,1,4,74,2,0,0,1,0,0,0,0,0,0,3,39,68.6,16.1,46.0,13.1,99,-83810,473197,28396,112206
4,304,50,17,8,False,2022-08-30T18:45:00Z,2,1,5,90,1,0,0,2,0,0,0,0,0,0,1,25,43.0,31.5,52.0,12.7,99,172887,695342,203375,30488
5,304,54,19,2,True,2022-09-03T14:00:00Z,2,1,6,90,0,0,0,1,0,0,0,0,0,0,0,9,4.2,7.2,8.0,1.9,100,272750,1013750,330136,57386
0,520,3,8,6,False,2022-08-06T16:30:00Z,0,1,1,74,0,0,1,0,0,0,0,0,0,0,0,24,18.4,3.1,17.0,3.9,55,0,696788,0,0
1,520,15,18,7,True,2022-08-14T15:30:00Z,2,2,2,90,1,0,0,2,0,0,0,0,0,0,0,29,49.0,3.2,22.0,7.4,55,12555,921100,74469,61914
2,520,25,11,-2,False,2022-08-21T13:00:00Z,3,0,3,83,0,0,0,3,0,0,0,0,1,0,0,2,20.0,1.3,19.0,4.0,56,194788,1290657,263469,68681
3,520,35,10,0,True,2022-08-27T14:00:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-489414,793091,22976,512390
4,520,50,17,1,False,2022-08-30T18:45:00Z,2,1,5,90,0,0,0,2,0,0,0,0,0,0,0,14,19.2,1.9,0.0,2.1,55,-18201,828779,53177,71378
5,520,54,19,2,True,2022-09-03T14:00:00Z,2,1,6,90,0,0,0,1,0,0,0,0,0,0,0,15,13.2,3.0,20.0,3.6,55,-35037,822809,49234,84271
0,606,50,17,0,False,2022-08-30T18:45:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,0,0,0
1,606,54,19,0,True,2022-09-03T14:00:00Z,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,139,338,241,102
0,616,54,19,0,True,2022-09-03T14:00:00Z,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,224,306,296,72
0,617,54,19,0,True,2022-09-03T14:00:00Z,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90,6680,7948,10296,3616
0,152,1,1,1,True,2022-08-05T19:00:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,1,0,15,13.8,0.0,0.0,1.4,45,0,120146,0,0
1,152,16,12,2,False,2022-08-15T19:00:00Z,1,1,2,90,0,0,0,1,0,0,0,1,0,3,0,13,26.4,0.0,0.0,2.6,45,-6586,129964,2700,9286
2,152,22,2,3,True,2022-08-20T14:00:00Z,3,1,3,90,0,0,0,1,0,0,0,0,0,4,0,16,29.4,0.0,0.0,2.9,45,3467,139859,13727,10260
3,152,37,13,0,False,2022-08-27T14:00:00Z,4,2,4,90,0,0,0,4,0,0,0,0,0,1,0,12,12.2,0.0,0.0,1.2,45,-9488,131689,2906,12394
4,152,43,4,2,True,2022-08-30T18:30:00Z,1,1,5,90,0,0,0,1,0,0,0,0,0,2,0,12,17.6,0.0,0.0,1.8,45,-41,134857,7566,7607
5,152,57,15,7,False,2022-09-03T14:00:00Z,0,0,6,90,0,0,1,0,0,0,0,0,0,5,0,29,42.4,0.0,0.0,4.2,45,-3991,132882,5437,9428
0,153,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,99097,0,0
1,153,16,12,0,False,2022-08-15T19:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-15459,83179,505,15964
2,153,22,2,0,True,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-11564,72130,382,11946
3,153,37,13,0,False,2022-08-27T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-7519,65092,225,7744
4,153,43,4,0,True,2022-08-30T18:30:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-5387,59881,127,5514
5,153,57,15,0,False,2022-09-03T14:00:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,-689,60858,4567,5256
0,154,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,1347,0,0
1,154,16,12,0,False,2022-08-15T19:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-324,1063,98,422
2,154,22,2,0,True,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-202,895,96,298
3,154,37,13,0,False,2022-08-27T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-203,704,12,215
4,154,43,4,0,True,2022-08-30T18:30:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-55,661,21,76
5,154,57,15,0,False,2022-09-03T14:00:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-51,615,13,64
0,155,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,84444,0,0
1,155,16,12,0,False,2022-08-15T19:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-28459,62400,3358,31817
2,155,22,2,0,True,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-24335,38799,0,24335
3,155,37,13,0,False,2022-08-27T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-9210,30422,0,9210
4,155,43,4,0,True,2022-08-30T18:30:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-4633,25972,0,4633
5,155,57,15,0,False,2022-09-03T14:00:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-3904,22080,0,3904
0,156,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,17168,0,0
1,156,16,12,1,False,2022-08-15T19:00:00Z,1,1,2,90,0,0,0,1,0,0,0,1,0,0,0,5,29.0,0.2,0.0,2.9,45,-2282,17214,376,2658
2,156,22,2,2,True,2022-08-20T14:00:00Z,3,1,3,90,0,0,0,1,0,0,0,0,0,0,0,9,10.8,2.7,0.0,1.4,45,-391,18304,1412,1803
3,156,37,13,0,False,2022-08-27T14:00:00Z,4,2,4,90,0,0,0,4,0,0,0,0,0,0,0,11,10.4,0.3,0.0,1.1,45,-994,18457,866,1860
4,156,43,4,2,True,2022-08-30T18:30:00Z,1,1,5,90,0,0,0,1,0,0,0,0,0,0,0,12,7.8,1.3,0.0,0.9,45,606,20203,2408,1802
5,156,57,15,5,False,2022-09-03T14:00:00Z,0,0,6,90,0,0,1,0,0,0,0,1,0,0,0,25,16.8,20.8,6.0,4.4,45,-904,20328,1464,2368
0,157,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,90,0,0,0,2,0,0,0,1,0,0,0,9,8.4,14.1,0.0,2.3,45,0,11649,0,0
1,157,16,12,2,False,2022-08-15T19:00:00Z,1,1,2,90,0,0,0,1,0,0,0,0,0,0,0,9,10.8,0.8,0.0,1.2,45,-669,14749,1137,1806
2,157,22,2,0,True,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,1784,18526,3542,1758
3,157,37,13,1,False,2022-08-27T14:00:00Z,4,2,4,73,0,0,0,3,0,0,0,0,0,0,0,6,2.0,0.3,0.0,0.2,45,-2642,16727,903,3545
4,157,43,4,2,True,2022-08-30T18:30:00Z,1,1,5,90,0,0,0,1,0,0,0,0,0,0,0,13,19.4,21.8,0.0,4.1,45,258,18102,1819,1561
5,157,57,15,1,False,2022-09-03T14:00:00Z,0,0,6,27,0,0,0,0,0,0,0,0,0,0,0,4,6.6,0.5,0.0,0.7,45,-407,18706,1499,1906
0,158,1,1,1,True,2022-08-05T19:00:00Z,0,2,1,15,0,0,0,1,0,0,0,0,0,0,0,3,0.8,1.4,0.0,0.2,45,0,54854,0,0
1,158,16,12,1,False,2022-08-15T19:00:00Z,1,1,2,11,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0.0,0.0,0.0,45,651,63529,6085,5434
2,158,22,2,1,True,2022-08-20T14:00:00Z,3,1,3,8,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.1,0.0,0.0,45,-554,65415,7684,8238
3,158,37,13,0,False,2022-08-27T14:00:00Z,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-6715,59431,2622,9337
4,158,43,4,1,True,2022-08-30T18:30:00Z,1,1,5,14,0,0,0,1,0,0,0,0,0,0,0,6,4.0,1.4,0.0,0.5,45,-5190,54962,1872,7062
5,158,57,15,0,False,2022-09-03T14:00:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1284,54848,4351,5635
0,159,1,1,2,True,2022-08-05T19:00:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,5,16.4,37.3,20.0,7.4,55,0,22658,0,0
1,159,16,12,2,False,2022-08-15T19:00:00Z,1,1,2,62,0,0,0,1,0,0,0,0,0,0,0,11,8.4,0.6,4.0,1.3,55,-624,29596,3777,4401
2,159,22,2,2,True,2022-08-20T14:00:00Z,3,1,3,69,0,0,0,1,0,0,0,0,0,0,0,3,14.2,12.9,30.0,5.7,55,542,32512,5865,5323
3,159,37,13,2,False,2022-08-27T14:00:00Z,4,2,4,73,0,0,0,3,0,0,0,0,0,0,0,7,2.6,0.4,0.0,0.3,55,-4887,28905,1768,6655
4,159,43,4,1,True,2022-08-30T18:30:00Z,1,1,5,14,0,0,0,1,0,0,0,0,0,0,0,5,3.2,10.3,0.0,1.4,55,211,30860,3922,3711
5,159,57,15,3,False,2022-09-03T14:00:00Z,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,5,18.4,22.9,9.0,5.0,54,-2714,29128,2437,5151
